Name,Fraktion,Geschlecht,Twitter_screen_name,Twitter_id,Parlament
"Taylan Burcu","Bündnis 90/Die Grünen",männlich,,,"Hessischer Landtag"
"Klaus Burger",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Marianne Burkert-Eulitz","Bündnis 90/Die Grünen",weiblich,BurkertEulitz,861463944,"Abgeordnetenhaus von Berlin"
"Delara Burkhardt",SPD,weiblich,delarabur,1133570430,EU-Parlament
"Michael Busch",SPD,männlich,MichaelCBusch,157693689,"Bayerischer Landtag"
"Ole Thorben Buschhüter",SPD,männlich,otbhh,129563351,"Hamburgische Bürgerschaft"
"Dr. Marco Buschmann",FDP,männlich,marcobuschmann,106136813,Bundestag
"Martin Buschmann",Tier,männlich,BuschmannMartin,1041644034849103872,EU-Parlament
"Bernd Busemann",CDU,männlich,,,"Niedersächsischer Landtag"
"Karlheinz Busen",FDP,männlich,busen_mdb,935554963639558145,Bundestag
"Dr. Nadja Büteführ",SPD,weiblich,,,"Landtag Nordrhein-Westfalen"
"Reinhard Bütikofer","Bündnis 90/Die Grünen",männlich,bueti,20610385,EU-Parlament
"Anja Butschkau",SPD,weiblich,AnjaButschkau,774603635095404544,"Landtag Nordrhein-Westfalen"
"Andreas Büttner","DIE LINKE",männlich,BuettnerAndreas,867834583,"Landtag Brandenburg"
"Matthias (MdB) Büttner",AfD,männlich,Buettner_MdB,881480498043916288,Bundestag
"Matthias (SAH) Büttner",AfD,männlich,MatzeBuettner,735217925259431936,"Landtag Sachsen-Anhalt"
"Andreas Butzki",SPD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Imke Byl","Bündnis 90/Die Grünen",weiblich,ImkeByl,721387731549569024,"Niedersächsischer Landtag"
"Petr Bystron",AfD,männlich,bystronafd,810957560723505152,Bundestag
"Lorenz Caffier",SPD,männlich,LorenzCaffier,2912501901,"Landtag Mecklenburg-Vorpommern"
"Darya Caglar",SPD,weiblich,Caglar_Derya_,4859700923,"Abgeordnetenhaus von Berlin"
"Christian Calderone",CDU,männlich,,,"Niedersächsischer Landtag"
"Johannes Callsen",CDU,männlich,,,"Schleswig-Holsteinischer Landtag"
"Daniel Caspary",CDU,männlich,caspary,17780822,EU-Parlament
"Dr. Lars Castellucci",SPD,männlich,larscastellucci,17469649,Bundestag
"Anna Cavazzini","Bündnis 90/Die Grünen",weiblich,anna_cavazzini,833300465039319040,EU-Parlament
"Deniz Celik","DIE LINKE",männlich,DenizCelikhh,522321804,"Hamburgische Bürgerschaft"
"Kerstin Celina","Bündnis 90/Die Grünen",weiblich,KerstinCelina,2385110816,"Bayerischer Landtag"
"Jörg Cezanne","DIE LINKE",männlich,joerg_cezanne,1391879604,Bundestag
"Dr. Anna Christmann","Bündnis 90/Die Grünen",weiblich,annachristmann,1617177360,Bundestag
"Tino Chrupalla",AfD,männlich,ChrupallaTino,913726640424996864,Bundestag
"Ines Claus",CDU,weiblich,ines_claus,620040858,"Hessischer Landtag"
"Claus Christian Claussen",CDU,männlich,CCCfuerStormarn,833831914251370496,"Schleswig-Holsteinischer Landtag"
"Ulrich Commercon",SPD,männlich,UlrichCommercon,18250754,"Landtag des Saarlandes"
"Gitta Connemann",CDU,weiblich,gittaconnemann,103658778,Bundestag
"Joana Eleonora Cotar",AfD,weiblich,JoanaCotar,814970546366611457,Bundestag
"Jens Cotta",AfD,männlich,,,"Thüringer Landtag"
"Carl-Julius Cronenberg",FDP,männlich,CarloCronenberg,856807050294251520,Bundestag
"Dr. Gottfried Curio",AfD,männlich,gottfriedcurio,848618993015500802,Bundestag
"Anne Cyron",AfD,weiblich,,,"Bayerischer Landtag"
"Sebastian Czaja",FDP,männlich,SebCzaja,712355753814839297,"Abgeordnetenhaus von Berlin"
"Matthias Czech",SPD,männlich,Czech_MdHB,2881625711,"Hamburgische Bürgerschaft"
"Mario Czuja",CDU,männlich,,,"Abgeordnetenhaus von Berlin"
"Torsten Czuppon",AfD,männlich,,,"Thüringer Landtag"
"Ina Czyborra",SPD,weiblich,CzyIna,596511285,"Abgeordnetenhaus von Berlin"
"Philipp da Cunha",SPD,männlich,pdacu,568840684,"Landtag Mecklenburg-Vorpommern"
"Manfred Dachner",SPD,männlich,ManfredDachner,3935325255,"Landtag Mecklenburg-Vorpommern"
"Sevim Dağdelen","DIE LINKE",weiblich,sevimdagdelen,139407967,Bundestag
"Patrick Dahlemann",SPD,männlich,Dahlemann,110393601,"Landtag Mecklenburg-Vorpommern"
"Miriam Dahlke","Bündnis 90/Die Grünen",weiblich,miriam_dahlke,229141651,"Hessischer Landtag"
"Christian Dahm",SPD,männlich,CDahmMdL,816208307383914496,"Landtag Nordrhein-Westfalen"
"Bernhard Daldrup",SPD,männlich,,,Bundestag
"Bernhard  Daldrup",CDU,männlich,,,"Landtag Sachsen-Anhalt"
"Astrid Damerow",CDU,weiblich,,,Bundestag
"Helmut Dammann-Tamke",CDU,männlich,,,"Niedersächsischer Landtag"
"Sahra Damus","Bündnis 90/Die Grünen",weiblich,sahra_damus,2196142819,"Landtag Brandenburg"
"Kathrin Dannenberg","DIE LINKE",weiblich,DieDannenberg,1085942400479051776,"Landtag Brandenburg"
"Dr. Karl Ludwig von Danwitz",CDU,männlich,,,"Niedersächsischer Landtag"
"Britta Katharina Dassler",FDP,weiblich,,,Bundestag
"Dr. Thomas de Maizière",CDU,männlich,,,Bundestag
"Fabio Valeriano Lanfranco De Masi","DIE LINKE",männlich,FabioDeMasi,14784765,Bundestag
"Dr. Daniela De Ridder",SPD,weiblich,deridder_mdb,2842430247,Bundestag
"Christoph Bernhard de Vries",CDU,männlich,,,Bundestag
"Kees de Vries",CDU,männlich,keesdevriescdu,58777977,Bundestag
"Wolfgang Decker",SPD,männlich,,,"Hessischer Landtag"
"Christoph Degen",SPD,männlich,ChristophDegen,1196090882,"Hessischer Landtag"
"Dr. Jörg-Diether Wilhelm Dehm-Desoi","DIE LINKE",männlich,Diether_Dehm,20986770,Bundestag
"Maximilian Deisenhofer","Bündnis 90/Die Grünen",männlich,MaxDeisenhofer,555860560,"Bayerischer Landtag"
"Ekin Deligöz","Bündnis 90/Die Grünen",männlich,ekindeligoez,22125770,Bundestag
"Emnie Demirbüken-Wegner",CDU,weiblich,,,"Abgeordnetenhaus von Berlin"
"Filiz Demirel","Bündnis 90/Die Grünen",weiblich,filizdemi,2976072813,"Hamburgische Bürgerschaft"
"Gülseren Demirel","Bündnis 90/Die Grünen",weiblich,GulserenDemirel,1305640729,"Bayerischer Landtag"
"Özlem Alev Demirel","DIE LINKE",weiblich,OezlemADemirel,406893885,EU-Parlament
"Sina Demirhan","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Ellen Demuth",CDU,weiblich,EllenDemuth,161662803,"Landtag Rheinland-Pfalz"
"Jörg Denninghoff",SPD,männlich,J_Denninghoff,2310229475,"Landtag Rheinland-Pfalz"
"Anna Deparnay-Grunenberg","Bündnis 90/Die Grünen",weiblich,AnnaDeparnay,825815009041203201,EU-Parlament
"Rainer Deppe",CDU,männlich,RainerDeppe,91579978,"Landtag Nordrhein-Westfalen"
"Sina Dertwinkel",CDU,weiblich,,,"Bremische Bürgerschaft"
"Guido Déus",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Andreas Deuschle",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Lorenz Deutsch",FDP,männlich,lorenzdeutsch,63667034,"Landtag Nordrhein-Westfalen"
"Dr. Karamba Diaby",SPD,weiblich,karambadiaby,316355056,Bundestag
"Jens Diederichs",CDU,männlich,,,"Landtag Sachsen-Anhalt"
"Frank Diefenbach","Bündnis 90/Die Grünen",männlich,f_diefenbach,3892326201,"Hessischer Landtag"
"Markus Diekhoff",FDP,männlich,DiekhoffMarkus,2455637086,"Landtag Nordrhein-Westfalen"
"Alexander Dierks",CDU,männlich,AlexDierksMdL,937761672051265536,"Sächsischer Landtag"
"Michael Dietmann",CDU,männlich,michaeldietmann,754715121906253824,"Abgeordnetenhaus von Berlin"
"Eric Dietrich",CDU,männlich,,,"Sächsischer Landtag"
"Esther Dilcher",SPD,weiblich,EstherDilcher,939092636165689345,Bundestag
"Steffen Dittes","DIE LINKE",männlich,St_Dittes,362422019,"Thüringer Landtag"
"Sabine Dittmar",SPD,weiblich,dittmarsabine,1872648764,Bundestag
"Bijan Djir-Sarai",FDP,männlich,BijanDjir,960463104537657344,Bundestag
"Alexander Dobrindt",CSU,männlich,,,Bundestag
"Gabriele Dobusch",SPD,weiblich,gdobusch,136561804,"Hamburgische Bürgerschaft"
"Sülmez Dogan",Grünen,weiblich,,,"Bremische Bürgerschaft"
"Christian Doleschal",CSU,männlich,Doleschal,17782837,EU-Parlament
"Dr. Kai Dolgner",SPD,männlich,AltJusoKai,25662501,"Schleswig-Holsteinischer Landtag"
"Andrea Dombois",CDU,weiblich,,,"Sächsischer Landtag"
"Jörn Uwe Domeier",SPD,männlich,,,"Niedersächsischer Landtag"
"Bettina Domer",SPD,weiblich,,,"Abgeordnetenhaus von Berlin"
"Rosa Domm","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Thomas Domres","DIE LINKE",männlich,dunkelrotseher,2732424394,"Landtag Brandenburg"
"Anke Domscheit-Berg","DIE LINKE",weiblich,anked,16557497,Bundestag
"Michael Donth",CDU,männlich,,,Bundestag
"Uwe Dorendorf",CDU,männlich,,,"Niedersächsischer Landtag"
"Thomas Dörflinger",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Pia Döring",SPD,weiblich,,,"Landtag des Saarlandes"
"Jörg Dornau",AfD,männlich,,,"Sächsischer Landtag"
"Katja Dörner","Bündnis 90/Die Grünen",männlich,katjadoerner,19738866,Bundestag
"Angela Dorn-Rancke","Bündnis 90/Die Grünen",weiblich,Angela_Dorn,17437177,"Hessischer Landtag"
"Alex Dorow",CSU,männlich,DorowAlex,535427341,"Bayerischer Landtag"
"Josef Dörr",AfD,männlich,,,"Landtag des Saarlandes"
"Florian Dörstelmann",SPD,männlich,FDoerstelmann,916718144,"Abgeordnetenhaus von Berlin"
"Susana dos Santos Hermann",SPD,weiblich,santosherrmann," 505667178","Landtag Nordrhein-Westfalen"
"Josef Dötsch",CDU,männlich,DtschInfo,419106573,"Landtag Rheinland-Pfalz"
"Marie-Luise Dött",CDU,weiblich,,,Bundestag
"Burkard Dregger",CDU,männlich,burkarddregger,198518653,"Abgeordnetenhaus von Berlin"
"Holger Dremel",CSU,männlich,HolgerDremel,4259146948,"Bayerischer Landtag"
"Peter Drenske",AfD,männlich,PeterDrenske,879019444349136896,"Landtag Brandenburg"
"Stefanie Drese",SPD,weiblich,,,"Landtag Mecklenburg-Vorpommern"
"Dr. Andreas Dressel",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Volker Dringenberg",AfD,männlich,,,"Sächsischer Landtag"
"Siegbert Droese",AfD,männlich,,,Bundestag
"Katharina Dröge","Bündnis 90/Die Grünen",weiblich,katdro,15722010,Bundestag
"Gordan Dudas",SPD,männlich,GordanDudas,108067740,"Landtag Nordrhein-Westfalen"
"Olaf Duge","Bündnis 90/Die Grünen",männlich,,,"Hamburgische Bürgerschaft"
"Lena Duggen",AfD,weiblich,DuggenLena,1095937138267484160,"Landtag Brandenburg"
"Albert Duin",FDP,männlich,DuinBayern,20976164,"Bayerischer Landtag"
"Monika Düker","Bündnis 90/Die Grünen",weiblich,m_dueker,869253066616430593,"Landtag Nordrhein-Westfalen"
"Martin Dulig",SPD,männlich,MartinDulig,50295629,"Sächsischer Landtag"
"Dr. Heiner Dunckel",SPD,männlich,,,"Schleswig-Holsteinischer Landtag"
"Norbert Dünkel",CSU,männlich,DuenkelNorbert,285127233,"Bayerischer Landtag"
"Christian Dürr",FDP,männlich,christianduerr,17535941,Bundestag
"Klaus Dürr",AfD,männlich,,,"Landtag von Baden-Württemberg"
"Hansjörg Durz",CSU,männlich,hansjoerg_durz,1662533040,Bundestag
"Lars Düsterhöft",SPD,männlich,,,"Abgeordnetenhaus von Berlin"
"Dworeck-Danielowski Iris",AfD,weiblich,Iris_AfD_MdL,724684363737227265,"Landtag Nordrhein-Westfalen"
"Hartmut Heinrich Wilhelm Ebbing",FDP,männlich,HartmutEbbing,916950563815870464,Bundestag
"Harald Ebner","Bündnis 90/Die Grünen",männlich,ebner_sha,52431948,Bundestag
"Katrin Ebner-Steiner",AfD,weiblich,KEbnerSteiner,703857783951601664,"Bayerischer Landtag"
"Gerhard Eck",CSU,männlich,,,"Bayerischer Landtag"
"Tobias Eckert",SPD,männlich,TobiasEckertSPD,2559325110,"Hessischer Landtag"
"Jens Eckhoff",CDU,männlich,jenseckhoff,2659298131,"Bremische Bürgerschaft"
"Elke Eder-Hippler",SPD,weiblich,,,"Landtag des Saarlandes"
"Michael Efler","DIE LINKE",männlich,MichaelEfler,377293152,"Abgeordnetenhaus von Berlin"
"Cordula Eger","DIE LINKE",weiblich,CordulaEger,959063159222005760,"Thüringer Landtag"
"Thomas Ehbrecht",CDU,männlich,,,"Niedersächsischer Landtag"
"Detlef Ehlebracht",AfD,männlich,,,"Hamburgische Bürgerschaft"
"Jan Ehler",CDU,männlich,,,EU-Parlament
"Sebastian Ehlers",SPD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Thomas Ehrhorn",AfD,männlich,,,Bundestag
"Manfred Eibl","Freie Wähler",männlich,EiblMdl,1064149715888033793,"Bayerischer Landtag"
"Danny Eichelbaum",CDU,männlich,,,"Landtag Brandenburg"
"Kirsten Eickhoff-Weber",SPD,weiblich,,,"Schleswig-Holsteinischer Landtag"
"Dietmar Eifler",CDU,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Christoph Eilers",CDU,männlich,,,"Niedersächsischer Landtag"
"Hillgriet Eilers",FDP,weiblich,,,"Niedersächsischer Landtag"
"Ute Eiling-Hütig",CSU,weiblich,,,"Bayerischer Landtag"
"Nina Eisenhardt","Bündnis 90/Die Grünen",weiblich,green_nina,43585862,"Hessischer Landtag"
"Georg Eisenreich",CSU,männlich,,,"Bayerischer Landtag"
"Kerstin Eisenreich","DIE LINKE",weiblich,KerEisen,781782792275460096,"Landtag Sachsen-Anhalt"
"Gerhard Helmuth Berengar Elsner von Gronow",AfD,männlich,elsnervongronow,4429947807,Bundestag
"Volker Emde",CDU,männlich,,,"Thüringer Landtag"
"Philipp Christopher Emden",AfD,männlich,,,"Niedersächsischer Landtag"
"Petra Emmerich-Kopatsch",SPD,weiblich,,,"Niedersächsischer Landtag"
"Susann Enders","Freie Wähler",weiblich,,,"Bayerischer Landtag"
"Kati Engel","DIE LINKE",weiblich,Kati_Engel,2301114522,"Thüringer Landtag"
"Mareike Engels","Bündnis 90/Die Grünen",weiblich,mareikeengels,236737207,"Hamburgische Bürgerschaft"
"Matthias Enghuber",CSU,männlich,MatthiasND,216683999,"Bayerischer Landtag"
"Stefan Engstfeld","Bündnis 90/Die Grünen",männlich,,,"Landtag Nordrhein-Westfalen"
"Arno Enners",AfD,männlich,ArnoEnnersAfD,1018482307928395781,"Hessischer Landtag"
"Dagmar Ensch-Engel",Sonstige,weiblich,DIELINKEUMWELT,1383197616,"Landtag des Saarlandes"
"Carola Ensslen","DIE LINKE",weiblich,caro3009,52159395,"Hamburgische Bürgerschaft"
"Konrad Epple",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Rüdiger  Erben",SPD,männlich,ruedigererben,42477054,"Landtag Sachsen-Anhalt"
"Nese Erikli","Bündnis 90/Die Grünen",weiblich,NeseErikli,701283476,"Landtag von Baden-Württemberg"
"David Erkalp",CDU,männlich,DavidErkalp,1174999375044591617,"Hamburgische Bürgerschaft"
"Thomas Erndl",CSU,männlich,TErndl,2192588903,Bundestag
"Cornelia Ernst","DIE LINKE",weiblich,ErnstCornelia,1225229076,EU-Parlament
"Guido Ernst",CDU,männlich,,,"Landtag Rheinland-Pfalz"
"Klaus Friedrich Ernst","DIE LINKE",männlich,ernst_klaus,64994645,Bundestag
"Engin Eroglu","Freie Wähler",männlich,EnginEroglu_FW,940691491835564033,EU-Parlament
"Ismail Ertug",SPD,männlich,IsmailErtug,578240398,EU-Parlament
"Angela Erwin",CDU,weiblich,,,"Landtag Nordrhein-Westfalen"
"Solveig Eschen",Grünen,weiblich,,,"Bremische Bürgerschaft"
"Wiebke Esdar",SPD,weiblich,,,Bundestag
"Saskia Esken",SPD,weiblich,eskensaskia,1423622834,Bundestag
"Dr. Michael Espendiller",AfD,männlich,EspendillerM,885167849685340161,Bundestag
"Stefan Evers",CDU,männlich,BerlinGestalter,3302771110,"Abgeordnetenhaus von Berlin"
"Dr. Marcus Faber",FDP,männlich,MarcusFaber,22364234,Bundestag
"Wolfgang Fackler",CSU,männlich,,,"Bayerischer Landtag"
"Nancy Faeser",SPD,weiblich,NancyFaeser,620221740,"Hessischer Landtag"
"Yasmin Fahimi",SPD,weiblich,yasmin_fahimi,238088709,Bundestag
"Hubert Faltermeier","Freie Wähler",männlich,,,"Bayerischer Landtag"
"Hermann Färber",CDU,männlich,,,Bundestag
"Robert Farle",AfD,männlich,robert_farle,2958611710,"Landtag Sachsen-Anhalt"
"Dr. Johannes Fechner",SPD,männlich,,,Bundestag
"Björn Fecker",Grünen,männlich,bjoernfecker,3361353917,"Bremische Bürgerschaft"
"Katharina Fegebank","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Martina Fehlner",SPD,weiblich,,,"Bayerischer Landtag"
"Wolf Rüdiger Fehrs",CDU,männlich,,,"Schleswig-Holsteinischer Landtag"
"Antje Feiks","DIE LINKE",weiblich,AntjeFeiks,841491157,"Sächsischer Landtag"
"Uwe Wolfgang Werner Feiler",CDU,männlich,UweFe,47151012,Bundestag
"Martina Feldmayer","Bündnis 90/Die Grünen",weiblich,MFeldmayer,491447008,"Hessischer Landtag"
"Uwe Felgenträger",AfD,männlich,UFelgentrager,1059166920191197184,"Bremische Bürgerschaft"
"Dr. Fritz Felgentreu",SPD,männlich,fritzfelgentreu,2805274855,Bundestag
"Peter Felser",AfD,männlich,,,Bundestag
"Torsten Felstehausen","DIE LINKE",männlich,TorstenFelsteha,199169752,"Hessischer Landtag"
"Dorothea Fensak",Grünen,weiblich,,,"Bremische Bürgerschaft"
"Markus Ferber",CSU,männlich,MarkusFerber,1949513514,EU-Parlament
"Enak Ferlemann",CDU,männlich,,,Bundestag
"Susanne Ferschl","DIE LINKE",weiblich,,,Bundestag
"Nicolaus Fest",AfD,männlich,Nicolaus_Fest,773419555729379329,EU-Parlament
"Heinrich Fiechtner",AfD,männlich,hfiechtner,425251549,"Landtag von Baden-Württemberg"
"Jürgen Filius","Bündnis 90/Die Grünen",männlich,,,"Landtag von Baden-Württemberg"
"Nicolas Fink",SPD,männlich,nicolasfink_mdl,1082691139902361600,"Landtag von Baden-Württemberg"
"Iris Firmenich",CDU,weiblich,IrisFirmenich,69534400,"Sächsischer Landtag"
"Matthias Fischbach",FDP,männlich,MMFischbach,519637627,"Bayerischer Landtag"
"Axel Fischer",CDU,männlich,Axel_Fischer,160906608,Bundestag
"Rudi Fischer",FDP,männlich,,,"Landtag von Baden-Württemberg"
"Tina Fischer",SPD,männlich,,,"Landtag Brandenburg"
"Karina Fissmann",SPD,weiblich,,,"Hessischer Landtag"
"Dr. Maria Franziska Flachsbarth",CDU,weiblich,,,Bundestag
"Jochen Flackus","DIE LINKE",männlich,,,"Landtag des Saarlandes"
"Ingo Flemming",CDU,männlich,,,"Sächsischer Landtag"
"Alexander Flierl",CSU,männlich,,,"Bayerischer Landtag"
"Christian Flisek",SPD,männlich,ChristianFlisek,2469449068,"Bayerischer Landtag"
"Günther Flißikowski",CDU,männlich,guenther_flissi,791973570863857664,"Bremische Bürgerschaft"
"Henning Foerster","DIE LINKE",männlich,,,"Landtag Mecklenburg-Vorpommern"
"Horst Förster",AfD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Stefan Förster",FDP,männlich,st_foerster,791376204993552384,"Abgeordnetenhaus von Berlin"
"Hildegard Förster-Heldmann","Bündnis 90/Die Grünen",weiblich,HildeFoerster,1336107566,"Hessischer Landtag"
"Björn Försterling",FDP,männlich,,,"Niedersächsischer Landtag"
"Georg Fortmeier",SPD,männlich,fortmeier2,98807288,"Landtag Nordrhein-Westfalen"
"Bettina Fortunato","DIE LINKE",weiblich,BettinaFortuna1,1010592695499227136,"Landtag Brandenburg"
"Daniel Föst",FDP,männlich,DFoest,422569574,Bundestag
"Anne Franke","Bündnis 90/Die Grünen",weiblich,AnFRanke,260330320,"Bayerischer Landtag"
"Dr. Edgar Konrad Hartmut Franke",SPD,männlich,FrankeEdgar,481393623,Bundestag
"Björn Franken",CDU,männlich,BjoernFranken,2740649597,"Landtag Nordrhein-Westfalen"
"Romeo Franz","Bündnis 90/Die Grünen",männlich,RomeoFranz1,850600969184436224,EU-Parlament
"Dorothea Frederking","Bündnis 90/Die Grünen",weiblich,doro_frederking,223885688,"Landtag Sachsen-Anhalt"
"Rainer Fredermann",CDU,männlich,RainerFrederman,630452716,"Niedersächsischer Landtag"
"Ulrich Ronald Freese",SPD,männlich,ulifreese,2317202160,Bundestag
"Thorsten Frei",CDU,männlich,,,Bundestag
"Arnulf Freiherr von Eyb",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Christian Alexander Freiherr von Stetten",CDU,männlich,Stettenchris,1334019378,Bundestag
"Brigitte Freihold","DIE LINKE",weiblich,MdB_Freihold,925703909825548288,Bundestag
"Angela Freimuth",FDP,weiblich,,,"Landtag Nordrhein-Westfalen"
"Dagmar Freitag",SPD,weiblich,,,Bundestag
"Karl Freller",CSU,männlich,KarlFreller,572483093,"Bayerischer Landtag"
"Paul Fresdorf",FDP,männlich,PaulFresdorf,45516372,"Abgeordnetenhaus von Berlin"
"Alske Freter","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Petra Fretter",CDU,weiblich,,,"Landtag des Saarlandes"
"Daniel Freund","Bündnis 90/Die Grünen",männlich,daniel_freund,306868006,EU-Parlament
"Josha Frey","Bündnis 90/Die Grünen",männlich,JoshaFrey,91756843,"Landtag von Baden-Württemberg"
"Danny Freymark",CDU,männlich,dannyfreymark,211114954,"Abgeordnetenhaus von Berlin"
"Jörn Freynick",FDP,männlich,,,"Landtag Nordrhein-Westfalen"
"Otto Fricke",FDP,männlich,otto_fricke,18044683,Bundestag
"Sabine Friedel",SPD,weiblich,sabinefriedel,24657272,"Sächsischer Landtag"
"Oliver Friederici",CDU,männlich,,,"Abgeordnetenhaus von Berlin"
"Dietmar Friedhoff",AfD,männlich,,,Bundestag
"Hans Friedl","Freie Wähler",männlich,,,"Bayerischer Landtag"
"Patrick Friedl","Bündnis 90/Die Grünen",männlich,PatrickFriedl,25901850,"Bayerischer Landtag"
"Heribert Friedmann",AfD,männlich,,,"Landtag Rheinland-Pfalz"
"Dr. Hans-Peter Friedrich",CSU,männlich,hpfriedrichcsu,708224250885349376,Bundestag
"Dirk Andreas Friedrizik",SPD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Anke Frieling",CDU,weiblich,,,"Hamburgische Bürgerschaft"
"Heinrich Frieling",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Maika Friemann-Jennert",CDU,weiblich,MFJ_MdL_MV,1878846786,"Landtag Mecklenburg-Vorpommern"
"Dr. Anton Friesen",AfD,männlich,DrFriesenMdB,916324637046435840,Bundestag
"Michael Frieser",CSU,männlich,MichaelFrieser,4577700622,Bundestag
"Michael Frisch",AfD,männlich,,,"Landtag Rheinland-Pfalz"
"Marlies Fritzen","Bündnis 90/Die Grünen",weiblich,,,"Schleswig-Holsteinischer Landtag"
"Olga Fritzsche","DIE LINKE",weiblich,,,"Hamburgische Bürgerschaft"
"Oliver Fritzsche",CDU,männlich,,,"Sächsischer Landtag"
"Markus Frohnmaier",AfD,männlich,frohnmaier_afd,4130621842,Bundestag
"Dr. Götz Frömming",AfD,männlich,gtzfrmming,809895794,Bundestag
"Jürgen Frömmrich","Bündnis 90/Die Grünen",männlich,JFroemmrich,581995746,"Hessischer Landtag"
"Karlheinz Frosch",AfD,männlich,,,"Thüringer Landtag"
"Barbara Fuchs","Bündnis 90/Die Grünen",weiblich,BafuchsFuchs,705792946440937472,"Bayerischer Landtag"
"Stefanie Fuchs","DIE LINKE",weiblich,stefanie_fuchs,796371523,"Abgeordnetenhaus von Berlin"
"Anke Fuchs-Dreisbach",CDU,weiblich,,,"Landtag Nordrhein-Westfalen"
