Name,Fraktion,Geschlecht,Twitter_screen_name,Twitter_id,Parlament
"Gabi Schmidt","Freie Wähler",weiblich,,,"Bayerischer Landtag"
"Hansjörg Schmidt",SPD,männlich,hschmidt,2629261,"Hamburgische Bürgerschaft"
"Henner Schmidt",FDP,männlich,BuBernd,276438100,"Abgeordnetenhaus von Berlin"
"Ines Schmidt","DIE LINKE",weiblich,ineslinks,743326711815626754,"Abgeordnetenhaus von Berlin"
"Jan Schmidt",AfD,männlich,jaweschmi,3321753670,"Landtag Sachsen-Anhalt"
"Manuela Schmidt","DIE LINKE",weiblich,dmanuelaschmidt,3015685727,"Abgeordnetenhaus von Berlin"
"Martin Schmidt",AfD,männlich,,,"Landtag Rheinland-Pfalz"
"Mirjam Schmidt","Bündnis 90/Die Grünen",weiblich,fra_schmidt,750372541458513924,"Hessischer Landtag"
"Stefan Schmidt","Bündnis 90/Die Grünen",männlich,Schmidt_MdB,930725836482928640,Bundestag
"Stephan Schmidt",CDU,männlich,StSchmidtBerlin,908723688,"Abgeordnetenhaus von Berlin"
"Thomas Schmidt",CDU,männlich,,,"Sächsischer Landtag"
"Ursula (Ulla) Schmidt",SPD,weiblich,,,Bundestag
"Uwe Schmidt",SPD,männlich,,,Bundestag
"Prof. Dr. Claudia Schmidtke",CDU,weiblich,,,Bundestag
"Arnold Schmitt",CDU,männlich,,,"Landtag Rheinland-Pfalz"
"Astrid Schmitt",SPD,weiblich,AstridSchmitt59,1039433802,"Landtag Rheinland-Pfalz"
"Frank Schmitt",SPD,männlich,frank_schmitt,223272420,"Hamburgische Bürgerschaft"
"Jutta Schmitt-Lang",CDU,weiblich,,,"Landtag des Saarlandes"
"Hendrik Schmitz",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Marco Schmitz",CDU,männlich,DuesselSchmitz,3093188508,"Landtag Nordrhein-Westfalen"
"Marion Schneid",CDU,weiblich,ma_schn,468223708,"Landtag Rheinland-Pfalz"
"Carsten Schneider",SPD,männlich,schneidercar,96783215,Bundestag
"Christine Schneider",CDU,weiblich,ChSchneider,56136971,EU-Parlament
"Guntram  Schneider",SPD,männlich,Guntram_S,54188981,"Landtag Nordrhein-Westfalen"
"Jens Holger Schneider",AfD,männlich,JHSchneiderMdL,1043100149801725952,"Landtag Mecklenburg-Vorpommern"
"Jörg Schneider",AfD,männlich,schneider_afd,719975730784956416,Bundestag
"René Schneider",SPD,männlich,schneider_rene,15557314,"Landtag Nordrhein-Westfalen"
"Susanne Schneider",FDP,weiblich,SusaSchneider,799728751,"Landtag Nordrhein-Westfalen"
"Torsten Schneider",SPD,männlich,torschber,421246822,"Abgeordnetenhaus von Berlin"
"Charlotte Schneidewind-Hartnagel","Bündnis 90/Die Grünen",weiblich,,,Bundestag
"Thomas Schnelle",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Gordon Schnieder",CDU,männlich,GordonSchnieder,806569368,"Landtag Rheinland-Pfalz"
"Patrick Schnieder",CDU,männlich,pschnieder,368334555,Bundestag
"Christine Schnittker",CDU,weiblich,chrisschnittker,775952052,"Bremische Bürgerschaft"
"Ulrich  Schnur",CDU,männlich,,,"Landtag des Saarlandes"
"Alexander Schoch","Bündnis 90/Die Grünen",männlich,,,"Landtag von Baden-Württemberg"
"Martin Schöffel",CSU,männlich,,,"Bayerischer Landtag"
"Frank Scholtysek",AfD,männlich,FrankScholtysek,2529599858,"Abgeordnetenhaus von Berlin"
"Heiko Scholz",AfD,männlich,,,"Hessischer Landtag"
"Helmut Scholz","DIE LINKE",männlich,HelmutScholzMEP,2449051215,EU-Parlament
"Rüdiger Scholz",CDU,männlich,Ruediger_Scholz,89973000,"Landtag Nordrhein-Westfalen"
"Nadine Schön",CDU,weiblich,nadineschoen,41840905,Bundestag
"Heiner Schönecke",CDU,männlich,,,"Niedersächsischer Landtag"
"Timo Schopf",SPD,männlich,,,"Abgeordnetenhaus von Berlin"
"Angelika Schorer",CSU,weiblich,,,"Bayerischer Landtag"
"Tanja Schorer-Dremel",CSU,weiblich,TSchorerDremel,3046151123,"Bayerischer Landtag"
"Niklas Schrader","DIE LINKE",männlich,nikschrader,927896378,"Abgeordnetenhaus von Berlin"
"Astrid Schramm","DIE LINKE",weiblich,,,"Landtag des Saarlandes"
"Johannes Schraps",SPD,männlich,jojoschraps,1356753444,Bundestag
"Eva-Maria Elisabeth Schreiber","DIE LINKE",weiblich,MdB_Schreiber,940585440746328064,Bundestag
"Markus Schreiber",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Tom Schreiber",SPD,männlich,TomSchreiberMdA,3261176545,"Abgeordnetenhaus von Berlin"
"Felix Schreiner",CDU,männlich,felixschreiner,162398888,Bundestag
"Gerd Schreiner",CDU,männlich,GerdSchreiner,957327211,"Landtag Rheinland-Pfalz"
"Timo Schreyer",AfD,männlich,,,"Sächsischer Landtag"
"Kerstin Schreyer-Stäblein",CSU,weiblich,,,"Bayerischer Landtag"
"André Schröder",CDU,männlich,CDU_Schroeder,1001631067,"Landtag Sachsen-Anhalt"
"Andrea Schröder-Ehlers",SPD,weiblich,,,"Niedersächsischer Landtag"
"Doris Schröder-Köpf",SPD,weiblich,DorisSchroederK,499261493,"Niedersächsischer Landtag"
"Michael Schrodi",SPD,männlich,mischrodi,806975237766135813,Bundestag
"Fabian Schrumpf",CDU,männlich,Fabian_Schrumpf,736638316976721921,"Landtag Nordrhein-Westfalen"
"Toni Schuberl","Bündnis 90/Die Grünen",männlich,SchuberlToni,1070278578628165634,"Bayerischer Landtag"
"Andreas Schubert","DIE LINKE",männlich,andy_links,185992120,"Thüringer Landtag"
"Franziska Schubert","Bündnis 90/Die Grünen",weiblich,FranziskaOL,2371919999,"Sächsischer Landtag"
"Katina Schubert","DIE LINKE",weiblich,Katina_Schubert,225423410,"Abgeordnetenhaus von Berlin"
"Stephanie Schuhknecht","Bündnis 90/Die Grünen",weiblich,,,"Bayerischer Landtag"
"Chris Schulenburg",CDU,männlich,SchulenburgCh,86622690,"Landtag Sachsen-Anhalt"
"August Schuler",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Jochen Schulte",SPD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Ursula Schulte",SPD,weiblich,,,Bundestag
"Karl Schultheis",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Mirko Schultze","DIE LINKE",männlich,schullegr,50787771,"Sächsischer Landtag"
"Jürn Jakob Schultze-Berndt",CDU,männlich,jj_schube,724595198672642048,"Abgeordnetenhaus von Berlin"
"Dimitri Schulz",AfD,männlich,SchulzAfD,1059838368769552385,"Hessischer Landtag"
"Marco Schulz",AfD,männlich,,,"Hamburgische Bürgerschaft"
"Martin Schulz",SPD,männlich,martinschulz,17675072,Bundestag
"Swen Schulz",SPD,männlich,swenschulz,21791639,Bundestag
"Uwe Schulz",AfD,männlich,schuuw,19177808,Bundestag
"Kordula Anna Paula Schulz-Asche","Bündnis 90/Die Grünen",weiblich,k_sa,17870195,Bundestag
"Christina Schulze Föcking",CDU,weiblich,,,"Landtag Nordrhein-Westfalen"
"Dr. Klaus-Peter Friedrich Walter Schulze",CDU,männlich,,,Bundestag
"Katharina Schulze","Bündnis 90/Die Grünen",weiblich,KathaSchulze,224343894,"Bayerischer Landtag"
"Sven Schulze",CDU,männlich,schulzeeuropa,2339095172,EU-Parlament
"Tobias Schulze","DIE LINKE",männlich,Tobias_Schulze,47919307,"Abgeordnetenhaus von Berlin"
"Detlev Schulz-Hendel","Bündnis 90/Die Grünen",männlich,DetlevSchulzHen,537943299,"Niedersächsischer Landtag"
"Sören Schumacher",SPD,männlich,SoeSchu,3919619434,"Hamburgische Bürgerschaft"
"Andreas Schumann",CDU,männlich,AndreasSchuman9,804694297731878914,"Landtag Sachsen-Anhalt"
"Ralf Schumann","DIE LINKE",männlich,,,"Bremische Bürgerschaft"
"Uwe Schummer",CDU,männlich,uweschummer,409203792,Bundestag
"Uwe Schünemann",CDU,männlich,UweSchuenemann,44326801,"Niedersächsischer Landtag"
"Volker Schurrbusch",AfD,männlich,,,"Schleswig-Holsteinischer Landtag"
"Claudia Schüßler",SPD,weiblich,,,"Niedersächsischer Landtag"
"Armin Schuster",CDU,männlich,armin_schuster,395912134,Bundestag
"Joachim Schuster",SPD,männlich,Schuster_MdEP,1154675761414070272,EU-Parlament
"Stefan Schuster",SPD,männlich,,,"Bayerischer Landtag"
"Albrecht Schütte",CDU,männlich,schuetteMdL,3429825400,"Landtag von Baden-Württemberg"
"Susanne Victoria Schütz",FDP,weiblich,,,"Niedersächsischer Landtag"
"Annette Schütze",SPD,weiblich,,,"Niedersächsischer Landtag"
"Lars Schütze",AfD,männlich,,,"Thüringer Landtag"
"Andreas Schwab",CDU,männlich,Andreas_Schwab,31099936,EU-Parlament
"Thorsten Schwab",CSU,männlich,,,"Bayerischer Landtag"
"Frank Schwabe",SPD,männlich,frankschwabe,30050484,Bundestag
"Harald Schwartz",CSU,männlich,,,"Bayerischer Landtag"
"Stefan Schwartze",SPD,männlich,s_schwartze,1117526742,Bundestag
"Andrea Schwarz","Bündnis 90/Die Grünen",weiblich,,,"Landtag von Baden-Württemberg"
"Andreas (BW) Schwarz","Bündnis 90/Die Grünen",männlich,,,"Landtag von Baden-Württemberg"
"Andreas (MdB) Schwarz",SPD,männlich,schwarz_mdb,2226815116,Bundestag
"Armin Schwarz",CDU,männlich,,,"Hessischer Landtag"
"Thomas Schwarz",SPD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Uwe Schwarz",SPD,männlich,,,"Niedersächsischer Landtag"
"Wolfgang Schwarz",SPD,männlich,wolfschwarz,179533020,"Landtag Rheinland-Pfalz"
"Rita Schwarzelühr-Sutter",SPD,weiblich,rischwasu,50932086,Bundestag
"Erik Schweickert",FDP,männlich,ErikSchweickert,90649183,"Landtag von Baden-Württemberg"
"Torsten Schweiger",CDU,männlich,cdu_schweiger,2758602415,Bundestag
"Notker Schweikhardt","Bündnis 90/Die Grünen",männlich,NotkerBerlin,1151968772,"Abgeordnetenhaus von Berlin"
"Alexander Schweitzer",SPD,männlich,alex_schweitzer,17939937,"Landtag Rheinland-Pfalz"
"Mignon Schwenke","DIE LINKE",männlich,,,"Landtag Mecklenburg-Vorpommern"
"Doreen Schwietzer",AfD,weiblich,,,"Sächsischer Landtag"
"Uli Sckerl","Bündnis 90/Die Grünen",männlich,USckerl,3240111371,"Landtag von Baden-Württemberg"
"Kai Seefried",CDU,männlich,KaiSeefried,306175351,"Niedersächsischer Landtag"
"Ralf Seekatz",CDU,männlich,,,EU-Parlament
"Richard Seelmaecker",CDU,männlich,,,"Hamburgische Bürgerschaft"
"Stefanie Seemann","Bündnis 90/Die Grünen",weiblich,,,"Landtag von Baden-Württemberg"
"Thomas Seerig",FDP,männlich,ThomasSeerig,861527853753667584,"Abgeordnetenhaus von Berlin"
"Matthias Seestern-Pauly",FDP,männlich,SeesternPauly,62002359,Bundestag
"Cornelia Seibeld",CDU,weiblich,CorneliaSeibeld,1123455000,"Abgeordnetenhaus von Berlin"
"Katrin Seidel","DIE LINKE",weiblich,,,"Abgeordnetenhaus von Berlin"
"Bernhard Seidenath",CSU,männlich,,,"Bayerischer Landtag"
"Josef Seidl",AfD,männlich,,,"Bayerischer Landtag"
"Detlef Seif",CDU,männlich,,,Bundestag
"Silke Seif",CDU,weiblich,,,"Hamburgische Bürgerschaft"
"Helmut Seifen",AfD,männlich,Helmut_Seifen,811275292375445505,"Landtag Nordrhein-Westfalen"
"Thomas Seitz",AfD,männlich,Th_Seitz_AfD,913358838736310272,Bundestag
"Ramazan Selcuk",SPD,männlich,,,"Landtag von Baden-Württemberg"
"Johannes Selle",CDU,männlich,,,Bundestag
"Nico Semsrott","Die Partei",männlich,nicosemsrott,225761424,EU-Parlament
"Reinhold Sendker",CDU,männlich,,,Bundestag
"Ingo Senftleben",CDU,männlich,,,"Landtag Brandenburg"
"Volker Senftleben",SPD,männlich,,,"Niedersächsischer Landtag"
"Doris Senger",AfD,weiblich,nicolasfink_mdl,1136560212599627776,"Landtag von Baden-Württemberg"
"Gisela Sengl","Bündnis 90/Die Grünen",weiblich,GiselaSengl,1879216975,"Bayerischer Landtag"
"Patrick Ernst Hermann Sensburg",CDU,männlich,PatrickSensburg,43537931,Bundestag
"Uwe Serke",CDU,männlich,,,"Hessischer Landtag"
"Robert Sesselmann",AfD,männlich,,,"Thüringer Landtag"
"Mehmet Ali Seyrek",SPD,männlich,,,"Bremische Bürgerschaft"
"Bernd Sibler",CSU,männlich,Bsibler,1065519762,"Bayerischer Landtag"
"Martin Johannes Sichert",AfD,männlich,Martin_Sichert,918405860862382082,Bundestag
"Wiard Siebels",SPD,männlich,,,"Niedersächsischer Landtag"
"Bernd Siebert",CDU,männlich,BerndSiebert,24674518,Bundestag
"Anja Siegesmund","Bündnis 90/Die Grünen",weiblich,AnjaSiegesmund,1245768307,"Thüringer Landtag"
"Ulrich Siegmund",AfD,männlich,UlrichSiegmund,793037239991300096,"Landtag Sachsen-Anhalt"
"Florian Siekmann","Bündnis 90/Die Grünen",männlich,FloSiekmann,995699048127586305,"Bayerischer Landtag"
"Carsten Sieling",SPD,männlich,,,"Bremische Bürgerschaft"
"Dr. Stephan Siemer",CDU,männlich,StephanSiemer,163577022,"Niedersächsischer Landtag"
"Daniel Sieveke",CDU,männlich,Daniel_Sieveke,112558572,"Landtag Nordrhein-Westfalen"
"Thomas Silberhorn",CSU,männlich,SilberhornMdB,951489275312443392,Bundestag
"Anke Simon",SPD,weiblich,AnkeSimonLU,201794091,"Landtag Rheinland-Pfalz"
"Björn Manuel Simon",CDU,männlich,bjoernsimon,93845554,Bundestag
"Roman Simon",CDU,männlich,,,"Abgeordnetenhaus von Berlin"
"Sven Simon",CDU,männlich,svensimon,19207204,EU-Parlament
"Ali Simsek",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Ulrich Singer",AfD,männlich,,,"Bayerischer Landtag"
"Birgit Sippel",SPD,weiblich,BirgitSippelMEP,1580316804,EU-Parlament
"Frank Sitta",FDP,männlich,franksitta,28087038,Bundestag
"Dr. Petra Sitte","DIE LINKE",weiblich,petra_sitte_mdb,293522998,Bundestag
"Edith Sitzmann","Bündnis 90/Die Grünen",weiblich,,,"Landtag von Baden-Württemberg"
"Judith Skudelny",FDP,weiblich,JudithSkudelny,948958759560376320,Bundestag
"Christoph Skutella",FDP,männlich,Ch_Skutella,124589831,"Bayerischer Landtag"
"Franz Sodann","DIE LINKE",männlich,,,"Sächsischer Landtag"
"Markus Söder",CSU,männlich,Markus_Soeder,793778228,"Bayerischer Landtag"
"Dr. Hermann Otto Solms",FDP,männlich,solms,16325209,Bundestag
"Daniela Sommer",SPD,weiblich,,,"Hessischer Landtag"
"Evrim Sommer","DIE LINKE",weiblich,evrimsommer,143882918,Bundestag
"Saadet Sönmez","DIE LINKE",weiblich,,,"Hessischer Landtag"
"Martin Sonneborn","Die Partei",männlich,MartinSonneborn,20463983,EU-Parlament
"Tino Sorge",CDU,männlich,tinosorge,110385973,Bundestag
"Ursula Sowa","Bündnis 90/Die Grünen",weiblich,ursula_sowa,958091530316722176,"Bayerischer Landtag"
"Jens Spahn",CDU,männlich,jensspahn,299650387,Bundestag
"Detlev Spangenberg",AfD,männlich,,,Bundestag
"Dr. Dirk Spaniel",AfD,männlich,dirkspaniel,810537151729373184,Bundestag
"Ina Spanier-Oppermann",SPD,weiblich,,,"Landtag Nordrhein-Westfalen"
"Barbara Spaniol","DIE LINKE",weiblich,,,"Landtag des Saarlandes"
"Ulrike Sparr","Bündnis 90/Die Grünen",weiblich,UlrikeSparr,849963102451970048,"Hamburgische Bürgerschaft"
"Verea Späthe",SPD,weiblich,,,"Landtag Sachsen-Anhalt"
"Marc  Speicher",CDU,männlich,MarcSpeicher,112765158,"Landtag des Saarlandes"
"Marcus Spiegelberg",AfD,männlich,spiegelbergafd,731929541791354880,"Landtag Sachsen-Anhalt"
"Rainer Spiering",SPD,männlich,rainerspiering,18668620,Bundestag
"Christoph Spies",SPD,männlich,,,"Landtag Rheinland-Pfalz"
"Dominik Spitzer",FDP,männlich,spitzerfdp,1072091807989796864,"Bayerischer Landtag"
"Iris Spranger",SPD,weiblich,,,"Abgeordnetenhaus von Berlin"
"Nils Springborn",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Ines Springer",CDU,weiblich,InesSpringer,80842742,"Sächsischer Landtag"
"René Springer",AfD,männlich,springerren,831541837965967361,Bundestag
"Marianne Spring-Räumschüssel",AfD,weiblich,,,"Landtag Brandenburg"
"Willi Stächele",CDU,männlich,WilliStaechele,264130365,"Landtag von Baden-Württemberg"
"Diana Stachowitz",SPD,weiblich,,,"Bayerischer Landtag"
"Ralf Stadler",AfD,männlich,RalfStadler1,1078621288007127041,"Bayerischer Landtag"
"Svenja Stadler",SPD,weiblich,stadler_svenja,3337459024,Bundestag
"Katrin Staffler",CSU,weiblich,katrin_staffler,825019912083038208,Bundestag
"Holger Stahlknecht",CDU,männlich,,,"Landtag Sachsen-Anhalt"
"Volker Stahmann",SPD,männlich,,,"Bremische Bürgerschaft"
"Dirk Stamer",SPD,männlich,DirkStamer,151403416,"Landtag Mecklenburg-Vorpommern"
"Martina Stamm-Fibich",SPD,weiblich,stamm_fibich,4017796049,Bundestag
"Dr. Joachim Stamp",FDP,männlich,JoachimStamp,127031150,"Landtag Nordrhein-Westfalen"
"Stephan Standfuß",CDU,männlich,,,"Abgeordnetenhaus von Berlin"
"Karola Stange","DIE LINKE",weiblich,KarolaStange,102950144,"Thüringer Landtag"
"Bettina Stark-Watzinger",FDP,weiblich,starkwatzinger,38228691,Bundestag
"Andreas Statzkowski",CDU,männlich,,,"Abgeordnetenhaus von Berlin"
"Hans Peter Stauch",AfD,männlich,HPStauch,826039153301266434,"Landtag von Baden-Württemberg"
"Miriam Staudte","Bündnis 90/Die Grünen",weiblich,MiriamStaudte,994845912,"Niedersächsischer Landtag"
"Dr. Frank Steffel",CDU,männlich,franksteffel,26869088,Bundestag
"Sonja Amalie Steffen",SPD,weiblich,steffensonja,702653022,Bundestag
"Till Steffen","Bündnis 90/Die Grünen",männlich,,,"Hamburgische Bürgerschaft"
"Dr. Wolfgang Stefinger",CSU,männlich,StefingerMdB,4866955749,Bundestag
"Matthias Stefke",Sonstige,männlich,MStefke,2274888816,"Landtag Brandenburg"
"Albert Stegemann",CDU,männlich,,,Bundestag
"Dr. Ralf Stegner",SPD,männlich,Ralf_Stegner,16808099,"Schleswig-Holsteinischer Landtag"
"Andreas Steier",CDU,männlich,andreassteier,3236928208,Bundestag
"Jens Mathias Stein",SPD,männlich,stonie_kiel,33486985,Bundestag
"Markus Stein",SPD,männlich,SteinMdL,1099663431358185472,"Landtag Rheinland-Pfalz"
"Peter Stein",CDU,männlich,peter_stein_cdu,2885729417,Bundestag
"Udo Stein",AfD,männlich,udostein_mdl,727445073168838656,"Landtag von Baden-Württemberg"
"Nico Steinbach",SPD,männlich,,,"Landtag Rheinland-Pfalz"
"Rosi Steinberger","Bündnis 90/Die Grünen",weiblich,SteinbergerRosi,787981408061054981,"Bayerischer Landtag"
"Olaf Steinbiß",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Sebastian Steineke",CDU,männlich,steinekecdu,277006619,Bundestag
"Klaus Steiner",CSU,männlich,MdL_Ksteiner,3055050676,"Bayerischer Landtag"
"Johannes Steiniger",CDU,männlich,josteiniger,83474160,Bundestag
"Kersten Steinke","DIE LINKE",weiblich,,,Bundestag
"Frank Steinraths",CDU,männlich,,,"Hessischer Landtag"
"Andreas Steppuhn",SPD,männlich,AndreasSteppuhn,58755867,"Landtag Sachsen-Anhalt"
"Dirk Stettner",CDU,männlich,,,"Abgeordnetenhaus von Berlin"
"Rainer  Stickelberger",SPD,männlich,,,"Landtag von Baden-Württemberg"
"Dieter Stier",CDU,männlich,,,Bundestag
"Sylvia Stierstorfer",CSU,weiblich,,,"Bayerischer Landtag"
"André Stinka",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Oliver Stirböck",FDP,männlich,OStirboeck,18971393,"Hessischer Landtag"
"Tim Stoberock",SPD,männlich,stoberock,3096358864,"Hamburgische Bürgerschaft"
"Andreas  Stoch",SPD,männlich,StochAndreas,717368398573879296,"Landtag von Baden-Württemberg"
"Ellen Stock",SPD,weiblich,,,"Landtag Nordrhein-Westfalen"
"Erik Stohn",SPD,männlich,ErikStohn,1034340294882410496,"Landtag Brandenburg"
"Anna Stolz","Freie Wähler",weiblich,,,"Bayerischer Landtag"
"David Stoop","DIE LINKE",männlich,,,"Hamburgische Bürgerschaft"
"Gero Storjohann",CDU,männlich,gero_storjohann,20534846,Bundestag
"Klaus Stöttner",CSU,männlich,StoettnerK,292551365,"Bayerischer Landtag"
"Marlies Stotz",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Birgit Stöver",CDU,weiblich,,,"Hamburgische Bürgerschaft"
"Stephan Stracke",CSU,männlich,,,Bundestag
"Dr. Marie-Agnes Strack-Zimmermann",FDP,weiblich,mastrackzi,3047392319,Bundestag
"Friedrich Straetmanns","DIE LINKE",männlich,FrStraetmanns,959059951523106816,Bundestag
"Benjamin Strasser",FDP,männlich,bstrasser,29540300,Bundestag
"Martin Sträßer",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Karl Straub",CSU,männlich,,,"Bayerischer Landtag"
"Max Straubinger",CSU,männlich,,,Bundestag
"Ines Strehlau","Bündnis 90/Die Grünen",weiblich,,,"Schleswig-Holsteinischer Landtag"
"Florian Streibl","Freie Wähler",männlich,FlorianStreibl,2559946431,"Bayerischer Landtag"
"Wolfgang Strengmann-Kuhn","Bündnis 90/Die Grünen",männlich,w_sk,20840049,Bundestag
"Karin Strenz",CDU,weiblich,KarinStrenz,66111283,Bundestag
"Sebastian Striegel","Bündnis 90/Die Grünen",männlich,StriegSe,20393167,"Landtag Sachsen-Anhalt"
"Peter Strobel",CDU,männlich,peter_strobel,464816248,"Landtag des Saarlandes"
"Jörg Stroedter",SPD,männlich,Stroedter,48671548,"Abgeordnetenhaus von Berlin"
"Heiko Strohmann",CDU,männlich,HeikoStrohmann,923186112323112960,"Bremische Bürgerschaft"
"Simone Strohmayr",SPD,weiblich,StrohmayrS,803549262466453508,"Bayerischer Landtag"
"Jürgen Strohschein",AfD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Herbert Strotebeck",AfD,männlich,Strotebeck_AfD,845268025163104257,"Landtag Nordrhein-Westfalen"
"Manuela Strube",SPD,weiblich,,,"Hessischer Landtag"
"Miriam Strunge","DIE LINKE",weiblich,miriamstrunge,3084251337,"Bremische Bürgerschaft"
"Andrea Stullich",CDU,männlich,AStullich,780700207,"Landtag Nordrhein-Westfalen"
"Martin Stümpfig","Bündnis 90/Die Grünen",männlich,mstuempfig,134407985,"Bayerischer Landtag"
"Margit Stumpp","Bündnis 90/Die Grünen",weiblich,,,Bundestag
"Daniel  Sturm",CDU,männlich,SturmMdL,3297787691,"Landtag Sachsen-Anhalt"
"Philine Sturzenbecher",SPD,weiblich,,,"Hamburgische Bürgerschaft"
"Katja Rita Suding",FDP,weiblich,katjasuding,18880634,Bundestag
"Heike Sudmann","DIE LINKE",weiblich,HeikeSudmann,2317134246,"Hamburgische Bürgerschaft"
"Frank Sundermann",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Raimund Swoboda",AfD,männlich,,,"Bayerischer Landtag"
"Florian Swyter",FDP,männlich,FlorianSwyter,770988482449797120,"Abgeordnetenhaus von Berlin"
"Daniel Szarata",CDU,männlich,DanielSzarata,1098108288,"Landtag Sachsen-Anhalt"
"Urs Tabbert",SPD,männlich,TabbertUrs,1204005307640434691,"Hamburgische Bürgerschaft"
"Tommy Tabor",AfD,männlich,tommytabor,941352446961569792,"Abgeordnetenhaus von Berlin"
"Kerstin Tack",SPD,weiblich,kerstin_tack,37733252,Bundestag
"Dr. Kirsten Tackmann","DIE LINKE",weiblich,KirstenTackmann,1294725486,Bundestag
"Marika Tändler-Walenta","DIE LINKE",weiblich,,,"Sächsischer Landtag"
"Hakan Taş","DIE LINKE",männlich,HakanTasBerlin,434158517,"Abgeordnetenhaus von Berlin"
"Christina Tasch",CDU,weiblich,,,"Thüringer Landtag"
"Stefan Taschner","Bündnis 90/Die Grünen",männlich,StefanTaschner,272364854,"Abgeordnetenhaus von Berlin"
"Arif Tasdelen",SPD,männlich,arif_tasdelen,971997757,"Bayerischer Landtag"
"Jessica Tatti","DIE LINKE",weiblich,,,Bundestag
"Walter Taubeneder",CSU,männlich,Wtaubeneder,631101191,"Bayerischer Landtag"
"Dr. Peter Michael Tauber",CDU,männlich,petertauber,22260144,Bundestag
"Heike Taubert",SPD,weiblich,HeikeTaubert,2365903693,"Thüringer Landtag"
"Claudia Tausend",SPD,weiblich,,,Bundestag
"Ingo Tebje","DIE LINKE",männlich,,,"Bremische Bürgerschaft"
"Dr. Hermann-Josef Tebroke",CDU,männlich,,,Bundestag
"Maja Tegeler","DIE LINKE",weiblich,,,"Bremische Bürgerschaft"
"Martina Tegtmeier",SPD,weiblich,,,"Landtag Mecklenburg-Vorpommern"
"Ivo Teichmann",AfD,männlich,,,"Sächsischer Landtag"
"Felix Teichner",AfD,männlich,,,"Landtag Brandenburg"
"Andreas Terhaag",FDP,weiblich,ante_terhaag,719096612610576384,"Landtag Nordrhein-Westfalen"
"Sven Teuber",SPD,weiblich,SvenTeuber,19761023,"Landtag Rheinland-Pfalz"
"Stefan Teufel",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Linda Teuteberg",FDP,weiblich,LindaTeuteberg,170964436,Bundestag
"Hedi Thelen",CDU,weiblich,HediThelen,850645524,"Landtag Rheinland-Pfalz"
"Alwin Alfred Theobald",CDU,männlich,alwintheobald,70792332,"Landtag des Saarlandes"
"Dennis Thering",CDU,männlich,DennisThering,233537569,"Hamburgische Bürgerschaft"
"Michael Theurer",FDP,männlich,eutheurer,1108382916,Bundestag
"Michael Thews",SPD,männlich,michael_thews,409258073,Bundestag
"Ulf Thiele",CDU,männlich,,,"Niedersächsischer Landtag"
"Stefan Thielen",CDU,männlich,,,"Landtag des Saarlandes"
"Hans-Jürgen Thies",CDU,männlich,,,Bundestag
"Stephan Thomae",FDP,männlich,stephanthomae,75005687,Bundestag
"Ulrich Thomas",CDU,männlich,ulithomas,31716097,"Landtag Sachsen-Anhalt"
"Alexander Throm",CDU,männlich,,,Bundestag
"Uwe Thrum",AfD,männlich,UThrum,1087738875739545600,"Thüringer Landtag"
"Björn Thümler",CDU,männlich,,,"Niedersächsischer Landtag"
"Thomas Thumm",AfD,männlich,,,"Sächsischer Landtag"
"Wolfgang Tiefensee",SPD,männlich,WTiefensee,1662100297,"Thüringer Landtag"
"Dr. Dietlind Tiemann",CDU,weiblich,dr_tiemann,4818645382,Bundestag
"Petra Tiemann",SPD,weiblich,PetraTiemann,37618775,"Niedersächsischer Landtag"
"Stephan Tiesler",CDU,männlich,Hummelshainer,902272998,"Thüringer Landtag"
"Insa Tietjen","DIE LINKE",weiblich,,,"Hamburgische Bürgerschaft"
"Dr. Andreas Tietze","Bündnis 90/Die Grünen",männlich,gruene_andreas,73410805,"Schleswig-Holsteinischer Landtag"
"Raphael Tigges",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Antje Tillmann",CDU,weiblich,,,Bundestag
"Hans-Thomas Tillschneider",AfD,männlich,P_Plattform,928226914472529921,"Landtag Sachsen-Anhalt"
"Jan Timke",Sonstige,männlich,JanTimke,164671147,"Bremische Bürgerschaft"
"Sarah Timmann",SPD,weiblich,,,"Hamburgische Bürgerschaft"
"Juliane Timmermann",SPD,weiblich,,,"Hamburgische Bürgerschaft"
